"LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","MasVnrArea","TotalBsmtSF","1stFlrSF","2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","Fireplaces","GarageCars","PoolArea","SalePrice"
59,10690,5,7,1920,0,672,672,672,0,0,0,1,0,3,1,0,1,0,147000
50,8660,5,6,1900,0,760,928,928,312,0,0,2,0,5,1,0,2,0,123000
60,6402,5,5,1920,0,596,596,596,0,0,0,1,0,3,1,0,1,0,78000
105,8470,3,2,1915,0,1013,1013,0,513,0,0,1,0,2,1,0,0,0,85000
60,10200,4,6,1925,0,572,572,0,0,0,0,1,0,2,1,0,1,0,75000
44,3843,8,5,2007,174,1596,1648,0,0,1,1,2,0,2,1,1,2,0,230000
109,21780,2,4,1910,0,0,810,0,0,0,0,1,0,1,1,0,1,0,57625
75,10125,8,5,2000,0,1107,1040,1012,0,0,0,2,1,3,1,1,3,0,251000
48,12822,7,5,2003,0,1434,1518,631,0,1,0,1,1,1,1,1,2,0,239686
43,12118,7,5,2004,108,1710,1710,0,0,0,0,2,0,3,1,1,2,0,240000
71,12209,6,5,2001,0,804,804,1157,0,1,0,2,1,3,1,1,2,0,215000
75,9750,6,6,1977,0,902,926,0,0,1,0,1,0,2,1,1,1,0,156450
72,9360,6,7,1977,0,957,1287,0,0,1,0,1,1,2,1,2,2,0,173000
75,10125,5,5,1977,0,0,1302,432,0,0,0,2,0,4,2,0,2,0,126000
,9947,7,5,1990,0,1188,1217,0,0,1,0,2,0,3,1,0,2,0,173000
82,11070,5,5,1991,0,1582,1595,0,0,1,0,2,0,2,1,0,2,0,152000
,14375,6,6,1958,541,819,1344,0,0,0,1,1,0,3,1,1,2,0,137500
150,215245,7,5,1965,0,2136,2036,0,0,2,0,2,0,3,1,2,2,0,375000
89,12898,9,5,2007,70,1620,1620,0,0,1,0,2,0,2,1,1,3,0,315500
83,13159,7,5,2009,0,846,846,846,0,0,0,2,1,3,1,0,2,0,224500
113,13438,9,5,2008,246,2190,2036,0,0,1,0,2,0,3,1,1,3,0,410000
79,14463,9,5,2008,406,1641,1641,0,0,1,0,2,0,3,1,0,3,0,316500
73,8925,8,5,2007,0,1466,1466,0,0,0,0,2,0,3,1,0,3,0,201000
130,11457,6,5,1988,0,1392,1412,0,0,1,0,2,0,3,1,1,2,0,175000
,9839,6,8,1980,0,712,1375,862,0,0,0,2,1,3,1,1,2,0,204000
125,14419,7,5,1987,310,1645,1479,0,0,2,0,2,1,3,1,1,2,0,213500
,6853,8,5,2001,136,1267,1296,0,0,1,0,2,0,2,1,0,2,0,220000
75,9157,7,5,2003,0,912,1072,942,0,0,0,2,1,3,1,0,2,0,170000
85,14601,9,5,2006,584,1838,1838,0,0,1,0,2,0,2,1,1,3,0,315000
85,12633,9,5,2007,290,1978,1978,0,0,1,0,2,0,2,1,1,3,0,425000
75,12518,5,7,1968,182,1008,1008,0,0,0,0,1,0,3,1,0,1,0,139500
100,21750,5,4,1960,75,0,1771,0,0,0,0,1,0,3,1,1,2,0,115000
32,4500,6,5,1998,320,1204,1204,0,0,1,0,2,0,2,1,0,2,0,162000
,4500,6,5,1999,425,1224,1224,0,0,1,0,2,0,2,1,0,2,0,165000
21,1596,4,5,1973,0,462,526,462,0,1,0,1,0,2,1,0,1,0,91000
62,9858,5,6,1968,0,864,874,0,0,1,0,1,0,3,1,0,1,0,130000
21,1526,4,8,1970,0,630,630,0,0,1,0,1,0,1,1,0,1,0,86000
83,13383,5,5,1969,176,1188,1404,0,0,0,0,2,0,3,1,1,2,0,160000
21,1477,4,4,1970,0,630,630,0,0,1,0,1,0,1,1,0,1,0,80000
21,1533,4,6,1970,0,546,798,546,0,0,0,1,1,3,1,1,0,0,97000
21,2217,4,4,1970,0,546,546,546,0,0,0,1,1,3,1,0,1,0,88000
50,7689,5,8,1972,0,796,796,0,0,0,1,1,0,2,1,0,1,0,131900
62,7706,6,5,1993,0,384,1091,0,0,0,1,1,0,2,1,0,1,0,131250
,9101,5,6,1978,104,1097,1110,0,0,1,0,1,0,1,1,1,2,0,165500
,8780,5,5,1985,0,833,833,0,0,1,0,1,0,3,1,0,0,0,112000
70,7669,5,6,1992,0,828,883,0,0,1,0,1,0,2,1,1,2,0,149000
85,14115,5,5,1993,0,796,796,566,0,1,0,1,1,1,1,0,2,0,143000
62,10429,5,5,1992,0,624,624,663,0,0,0,1,1,3,1,0,2,0,130000
,9819,6,5,1977,0,1567,1567,0,0,1,0,2,0,2,1,2,2,0,196000
70,10457,5,7,1969,178,784,784,848,0,0,0,1,1,4,1,1,2,0,173000
87,11029,6,8,1958,0,1184,1414,0,0,1,0,1,0,3,1,1,2,0,176500
,12925,6,7,1970,0,1205,2117,0,0,0,0,2,1,4,1,2,2,0,237500
85,11075,6,5,1969,0,952,1092,1020,0,0,0,2,1,4,1,2,2,0,206900
72,8702,6,5,1997,0,926,926,678,0,0,0,2,1,3,1,1,2,0,187500
65,8139,6,5,1995,119,680,680,790,0,0,0,2,1,3,1,1,2,0,165000
59,9535,6,5,1998,0,926,926,678,0,0,0,2,1,3,1,0,2,0,195500
59,9042,6,5,1998,0,943,943,695,0,1,0,2,1,3,1,2,2,0,192000
,15038,6,5,1996,0,916,916,720,0,0,0,2,1,3,1,1,2,0,173000
53,14137,5,5,1996,0,1348,1384,0,0,1,0,2,0,3,1,0,2,0,177900
57,21872,7,5,1996,0,729,729,717,0,0,1,2,1,3,1,1,2,0,175000
41,4923,8,5,2001,0,1593,1593,0,0,1,0,1,1,0,1,1,2,0,286000
45,6264,8,5,1997,0,1664,1682,0,0,1,0,1,1,1,1,1,2,0,247900
41,5395,8,5,1993,0,1337,1337,0,0,1,0,2,0,2,1,1,2,0,180000
39,5070,8,5,1992,0,1280,1280,0,0,0,0,2,0,2,1,0,2,0,180000
100,10839,6,5,1997,0,926,926,678,0,0,0,2,1,3,1,1,2,0,181000
73,11184,6,5,1998,0,932,932,701,0,0,0,2,1,3,1,1,2,0,183000
,8000,6,5,1995,0,773,773,885,0,1,0,2,1,3,1,1,2,0,188000
,10832,7,5,1994,0,712,1086,809,0,0,0,2,1,3,1,1,2,0,194500
,14067,6,5,1991,194,836,851,858,0,1,0,2,1,3,1,0,2,0,185000
40,4671,8,5,1988,0,1228,1228,0,0,1,0,2,0,2,1,1,2,0,189000
65,5950,8,5,1989,0,1337,1337,0,0,1,0,2,0,2,1,1,2,0,188500
101,13543,8,5,2005,130,1168,1168,1332,0,0,0,3,1,5,1,1,3,0,355000
77,11198,9,5,2005,245,1122,1134,1370,0,0,0,2,1,4,1,1,3,0,325000
53,15401,9,5,2004,296,1884,1884,0,0,1,0,2,0,2,1,1,3,0,387000
,31220,6,2,1952,0,1632,1474,0,0,0,0,1,0,3,1,2,2,0,115000
60,8118,9,5,2007,178,1710,1710,0,0,1,0,2,0,2,1,1,2,0,334000
,47280,6,5,1950,44,1488,1488,0,0,0,0,2,1,3,1,1,2,0,133000
46,20544,7,6,1986,123,791,1236,857,0,0,0,2,1,3,1,1,2,0,215000
63,12680,7,6,1988,102,1675,1688,0,0,1,0,2,0,2,1,1,2,0,226500
78,12090,6,6,1981,210,1422,1422,0,0,0,0,2,0,3,1,1,2,0,175500
,10825,7,7,1983,174,1260,1260,0,0,1,0,2,0,3,1,0,2,0,181900
56,18559,7,5,1978,383,2048,2064,0,0,1,0,2,0,3,1,2,2,0,235000
85,14450,7,5,1979,194,1782,1782,0,0,0,1,2,0,3,1,1,2,0,220000
,12227,6,7,1977,424,1330,1542,1330,0,1,0,2,1,4,1,1,2,0,272000
90,13068,6,5,1976,621,1211,1211,0,0,1,0,2,0,3,1,1,2,0,161000
,15611,5,6,1977,0,1126,1126,0,0,0,1,2,0,3,1,0,2,0,175000
80,10400,7,6,1980,280,738,1277,767,0,0,0,2,1,3,1,1,2,0,185000
75,9743,5,6,1969,0,720,720,588,0,0,0,1,1,3,1,0,2,0,146900
,12511,7,7,1978,168,1420,1420,1420,0,0,1,2,1,4,1,2,4,0,292500
104,11361,6,5,1976,160,1193,1523,0,0,0,1,2,0,3,1,1,2,0,180000
80,10400,6,5,1976,120,1444,1444,0,0,0,0,2,0,2,1,1,2,0,159900
80,10480,7,6,1976,660,803,1098,866,0,0,0,2,1,4,1,1,2,0,205000
80,10000,5,6,1973,0,1176,1178,0,0,0,1,1,1,3,1,1,2,0,157000
,14311,8,5,1996,402,1236,1236,1104,0,1,0,2,1,4,1,1,3,0,306000
60,9000,5,5,1974,0,896,896,896,0,0,0,2,2,4,2,0,2,0,133000
65,9750,6,8,1969,0,1054,1054,0,0,1,0,1,1,3,1,0,2,0,151000
68,10295,4,6,1969,72,936,936,0,0,0,0,1,0,2,1,0,1,0,111900
63,7560,5,5,1971,0,864,864,0,0,1,0,1,0,3,1,0,2,0,123000
,12735,4,5,1972,0,864,864,0,0,0,0,1,0,3,1,0,2,0,111250
34,4060,6,5,1998,0,1405,1337,0,0,1,0,2,0,2,1,0,2,0,181000
21,1680,6,5,1973,359,483,483,504,0,0,1,1,1,2,1,0,1,0,103400
21,1680,6,5,1973,158,483,483,504,0,1,0,1,1,2,1,0,1,0,100000
21,1890,6,6,1972,422,483,483,504,0,0,0,1,1,2,1,0,1,0,100500
21,1869,6,6,1970,127,483,483,504,0,0,0,1,1,2,1,0,1,0,106000
21,1680,6,5,1971,232,483,483,504,0,0,0,1,1,2,1,0,1,0,85400
21,1680,6,3,1971,604,483,483,504,0,0,0,1,1,2,1,0,1,0,89500
21,1680,5,5,1972,356,630,630,672,0,0,0,2,1,3,1,0,1,0,111750
53,4043,6,6,1977,0,1069,1069,0,0,0,0,2,0,2,1,0,2,0,140000
24,2308,6,6,1975,0,855,855,601,0,0,0,2,1,4,1,0,2,0,143000
24,2529,7,6,1977,0,1055,1055,0,0,0,0,2,0,2,1,0,2,0,148500
,9477,5,5,1966,65,864,892,0,0,0,0,1,0,3,1,0,1,0,110000
96,12444,8,5,2008,426,1932,1932,0,0,1,0,2,0,2,1,1,3,0,394617
96,12474,10,5,2007,272,1682,1742,590,0,1,0,2,1,3,1,1,3,0,426000
114,14803,10,5,2007,816,2078,2084,0,0,1,0,2,0,2,1,1,3,0,385000
67,14948,9,5,2008,268,1452,1476,1237,0,1,0,2,1,3,1,1,3,0,446261
98,12704,8,5,2007,302,1582,1582,0,0,1,0,2,0,3,1,0,3,0,317500
107,13891,8,5,2007,436,1710,1710,0,0,1,0,2,0,2,1,1,3,0,372402
105,13693,8,5,2007,554,2418,2464,0,0,1,0,2,1,4,1,1,3,0,417500
104,14418,9,5,2007,480,1950,1950,0,0,1,0,2,0,2,1,1,3,0,383000
108,13418,9,5,2006,270,1850,1850,898,0,1,0,2,1,4,1,1,3,0,390000
96,12539,10,5,2005,468,1620,1632,1158,0,1,0,2,1,4,1,1,4,0,460000
102,12151,9,5,2005,368,1414,1414,917,0,1,0,2,1,3,1,1,3,0,379000
74,8899,8,5,2007,108,948,948,1140,0,0,0,2,1,4,1,1,3,0,250000
85,10574,8,5,2004,126,1148,1170,1162,0,1,0,2,1,4,1,1,3,0,316000
106,12720,10,5,2003,680,2535,2470,0,0,2,0,1,1,1,1,2,3,144,615000
110,13688,9,5,2003,664,1572,1572,1096,0,1,0,2,1,3,1,2,3,0,412500
85,10625,7,5,2003,292,998,1006,1040,0,1,0,2,1,3,1,1,3,0,284000
92,10845,8,5,2003,504,1603,1575,0,0,1,0,2,0,2,1,1,3,0,284000
130,16900,8,5,2001,1110,1479,1515,1134,0,1,0,2,1,4,1,1,3,0,421250
112,16451,8,5,2003,221,1765,1804,886,0,0,0,2,1,4,1,1,3,0,370000
58,10110,9,5,2008,492,1858,1866,0,0,1,0,2,0,2,1,1,3,0,336860
65,8769,9,5,2008,766,1702,1702,0,0,1,0,1,1,1,1,1,3,0,367294
135,12304,7,5,2005,144,1367,1367,0,0,0,0,2,0,2,1,1,2,0,192000
62,12677,8,5,2003,472,1518,1518,0,0,0,0,1,1,1,1,1,2,0,274000
63,8849,9,5,2005,616,1684,1684,0,0,0,0,2,0,2,1,1,2,0,266000
89,8232,9,5,2007,714,1800,1800,0,0,1,0,2,0,2,1,1,3,0,370967
48,6240,8,5,2006,176,1342,1342,0,0,1,0,2,0,2,1,1,2,0,234250
48,6240,8,5,2006,196,1342,1342,0,0,0,0,2,0,2,1,1,2,0,219500
36,2448,7,5,2003,106,764,764,862,0,0,0,2,1,2,1,0,2,0,155000
36,2448,7,5,2003,106,764,764,862,0,1,0,2,1,2,1,0,2,0,154000
59,8198,7,5,2004,146,1358,1358,0,0,1,0,2,0,2,1,1,2,0,207000
,3940,7,5,2003,143,1415,1455,0,0,1,0,2,0,2,1,1,3,0,195000
,3940,7,5,2004,24,1393,1576,0,0,1,0,2,0,2,1,1,3,0,219990
43,3182,7,5,2005,14,1346,1504,0,0,0,0,2,0,2,1,1,2,0,191000
43,3182,7,5,2007,16,1266,1266,0,0,0,0,2,0,2,1,1,2,0,159895
53,3710,7,5,2007,20,1146,1246,0,0,0,0,2,0,2,1,1,2,0,187687
80,9024,6,5,2004,0,789,813,702,0,0,0,2,1,3,1,1,2,0,179000
62,7415,6,5,2004,0,839,864,729,0,1,0,2,1,3,1,1,2,0,193000
59,9587,7,5,2005,182,856,1166,0,0,1,0,2,0,2,1,0,2,0,190000
51,8029,6,5,2005,0,728,728,728,0,0,0,2,1,3,1,0,2,0,176000
,8010,7,5,2002,0,840,840,880,0,0,0,2,1,3,1,1,2,0,188000
,8396,7,5,2003,196,847,847,1139,0,0,0,2,1,4,1,1,2,0,213000
55,7301,7,6,2007,176,1350,1358,0,0,1,0,2,0,2,1,1,2,0,217300
93,10261,6,5,2000,318,936,962,830,0,1,0,2,1,3,1,1,2,0,186500
71,8220,7,5,2000,647,982,1008,884,0,0,0,2,1,3,1,1,2,0,226750
60,15384,7,5,2004,0,788,788,702,0,1,0,2,1,3,1,1,2,0,184000
,7750,7,5,2002,,707,707,707,0,0,0,2,1,3,1,1,2,0,176000
41,12460,7,5,1999,0,1037,1037,1285,0,0,0,2,1,4,1,1,2,0,225000
77,8390,7,5,1999,0,831,873,778,0,0,0,2,1,3,1,1,2,0,185900
84,9660,8,5,1997,1290,1173,1182,1017,0,0,0,2,1,3,1,1,2,0,284500
80,9200,8,5,1998,473,1470,1470,1160,0,1,0,2,1,4,1,1,3,0,315000
84,14260,8,5,2000,350,1145,1145,1053,0,1,0,2,1,4,1,1,3,0,250000
,11000,9,5,2000,295,1519,1533,639,0,0,0,2,1,4,1,1,3,0,291000
136,11675,8,5,1998,495,1982,2006,0,0,1,0,2,0,2,1,1,3,0,350000
97,10990,7,5,1996,0,1064,1064,1061,0,1,0,2,1,4,1,2,2,0,279500
,11929,8,7,1995,466,1242,1251,1250,0,0,0,2,1,4,1,1,3,0,290000
91,10437,8,6,1995,660,2109,2113,0,0,1,0,2,1,2,1,1,3,0,350000
96,10542,7,5,1993,651,1311,1325,1093,0,1,0,2,1,3,1,1,3,0,341000
91,10010,7,5,1993,320,1080,1108,1089,0,1,0,2,1,4,1,1,3,0,287500
81,10944,7,5,1994,448,1223,1223,904,0,1,0,2,1,3,1,2,2,0,271000
91,14303,8,5,1994,554,1986,1987,0,0,1,0,2,0,2,1,1,2,0,301500
92,11932,8,5,2007,186,1580,1580,0,0,0,0,2,0,3,1,0,3,0,235128
86,14598,6,5,2007,74,894,894,1039,0,0,0,2,1,4,1,1,3,0,214000
75,11957,8,5,2006,53,1574,1574,0,0,0,0,2,0,3,1,1,3,0,232000
74,13253,7,5,2006,128,1578,1578,0,0,1,0,2,0,3,1,1,3,0,240000
75,14587,9,5,2008,284,1498,1506,0,0,0,0,2,0,2,1,1,2,0,264132
78,10206,8,5,2007,468,1563,1563,0,0,0,0,2,0,3,1,1,3,0,245000
91,12274,7,5,2008,256,1417,1428,0,0,0,0,2,0,3,1,0,2,0,227680
73,9801,8,5,2007,156,1341,1341,520,0,0,0,3,0,3,1,1,3,0,257000
80,9428,8,5,2007,310,955,955,919,0,1,0,2,1,3,1,1,3,0,297900
87,10037,8,5,2006,,1460,1460,0,0,0,0,2,0,3,1,1,2,0,247000
72,8640,8,5,2007,0,1363,1372,0,0,0,0,2,0,3,1,0,2,0,212700
72,8640,7,5,2007,0,1372,1372,0,0,0,0,2,0,3,1,0,2,0,250580
95,11639,7,5,2007,,1428,1428,0,0,0,0,2,0,3,1,0,2,0,182000
75,9803,7,5,2005,0,866,866,902,0,0,0,2,1,3,1,0,2,0,226700
75,9375,8,5,2003,768,1053,1053,939,0,0,0,2,1,3,1,1,2,0,250000
85,10625,7,5,2005,0,1026,1026,932,0,0,0,2,1,3,1,1,3,0,250000
85,10800,8,5,2007,100,1034,1050,1028,0,1,0,2,1,3,1,1,3,0,339750
65,8125,7,6,2007,,813,822,843,0,0,0,2,1,3,1,0,2,0,205950
85,10625,8,5,2007,292,1660,1660,0,0,0,0,2,0,3,1,1,3,0,256000
62,7500,7,5,2007,210,1218,1218,0,0,1,0,2,0,2,1,0,2,0,230348
64,8791,6,5,2003,0,864,864,864,0,0,0,2,1,3,1,0,2,0,207500
63,7500,7,5,2004,120,1080,1080,0,0,1,0,1,0,3,1,0,0,0,141000
68,10110,6,5,2003,0,835,835,861,0,1,0,2,1,3,1,0,2,0,188000
67,12774,7,5,2003,95,835,835,828,0,0,0,2,1,3,1,0,2,0,192500
63,13072,6,5,2005,126,1175,1175,0,0,1,0,1,0,3,1,0,0,0,146000
66,13695,5,5,2004,0,1114,1114,0,0,1,0,1,1,3,1,0,2,0,159000
66,13695,6,5,2003,0,1114,1114,0,0,1,0,1,0,3,1,0,2,0,155000
65,8366,6,5,2004,0,798,798,842,0,0,0,2,1,3,1,0,2,0,173000
81,9260,7,5,2007,0,1162,1162,0,0,0,0,2,0,3,1,0,2,0,170000
65,8453,6,5,1995,38,754,754,855,0,0,0,2,1,3,1,0,2,0,182000
50,8480,6,5,1993,120,886,886,794,0,0,1,2,1,3,1,0,2,0,163000
65,8125,6,5,1994,258,1408,1679,0,0,1,0,2,0,3,1,1,2,0,193500
43,14565,7,5,1994,145,832,832,825,0,0,0,2,1,3,1,0,2,0,189000
65,8450,6,5,2001,0,827,827,850,0,1,0,2,1,3,1,0,2,0,190500
75,8285,7,5,1992,0,836,844,893,0,0,1,2,1,3,1,0,2,0,175000
,7153,6,5,1991,88,1278,1294,0,0,1,0,2,0,3,1,0,2,0,179200
76,9291,6,5,1993,120,832,832,878,0,0,0,2,1,3,1,0,2,0,187000
50,8012,6,5,1993,0,1604,1617,0,0,1,0,2,0,2,1,1,2,0,193000
55,7892,6,5,1993,0,1199,1199,0,0,0,0,2,0,2,1,0,2,0,153900
70,9100,5,5,1963,0,984,984,0,0,1,0,1,0,3,1,1,1,0,128000
,12968,5,6,1962,0,912,912,0,0,1,0,1,0,2,1,0,1,0,144000
75,8100,5,8,1961,0,864,864,0,0,1,0,1,0,3,1,1,1,0,135000
65,8450,5,5,1968,0,890,890,0,0,1,0,1,0,3,1,0,1,0,115000
60,6360,5,5,1963,0,864,864,0,0,0,0,1,0,3,1,0,1,0,119916
65,6768,6,8,1961,0,912,912,0,0,1,1,1,0,3,1,0,1,0,142000
95,19508,6,5,1974,144,1430,1430,0,0,0,1,2,0,3,1,2,2,0,192000
70,10759,5,4,1972,0,1001,1001,640,0,0,0,2,0,4,1,1,2,0,140000
,9205,6,5,1990,304,930,1364,1319,0,1,0,2,1,4,1,2,2,0,290000
105,11025,9,5,1993,568,1848,1827,959,0,1,0,2,1,4,1,1,2,0,372500
59,4282,7,5,2004,0,1391,1391,0,0,0,0,2,0,2,1,0,2,0,196000
35,4017,7,5,2006,0,625,625,625,0,0,0,2,1,2,1,0,2,0,171900
37,3435,7,5,2004,0,1235,1245,0,0,0,0,2,0,1,1,0,2,0,178000
30,3180,6,5,2005,0,600,600,600,0,1,0,2,1,2,1,0,2,0,165000
30,3180,7,5,2007,0,689,703,689,0,0,0,2,0,2,1,0,2,0,146000
34,3604,7,5,2007,0,689,703,689,0,0,0,2,0,2,1,0,2,0,146000
24,2280,7,5,1999,360,744,757,744,0,0,0,2,1,3,1,0,2,0,179400
24,2280,6,5,1999,216,744,757,792,0,1,0,2,1,3,1,0,2,0,172900
,4765,9,5,2000,260,1614,1638,0,0,1,0,2,0,2,1,1,2,0,300000
,4538,9,5,2001,179,1310,1310,0,0,1,0,1,1,1,1,1,2,0,285000
42,4385,9,5,2001,0,1419,1419,0,0,1,0,1,1,2,1,1,2,0,290000
35,4109,9,5,1999,260,1557,1557,0,0,1,0,2,0,2,1,1,2,0,305000
50,5119,9,5,1999,60,1698,1709,0,0,1,0,2,0,2,1,1,2,0,328900
24,2160,7,5,1999,212,600,624,628,0,1,0,2,1,2,1,0,2,0,160000
24,2160,7,5,1999,216,672,684,720,0,1,0,2,1,3,1,0,2,0,170000
79,10646,7,5,2001,513,858,872,917,0,1,0,2,1,3,1,1,2,0,223000
24,2645,8,5,1999,466,960,962,624,0,1,0,2,1,3,1,0,2,0,170000
24,2645,8,5,1999,456,960,962,645,0,1,0,2,1,3,1,0,2,0,200000
36,3951,10,5,1998,0,970,1469,924,0,1,0,2,1,2,1,1,2,0,345000
38,14963,8,5,1996,0,1260,1288,0,0,1,0,1,1,1,1,2,2,0,245500
22,11064,8,5,1995,0,1230,1239,0,0,1,0,1,1,1,1,1,2,0,217500
32,10846,8,5,1993,0,1719,1719,0,0,2,0,1,1,1,1,2,2,0,324000
,11120,6,6,1984,0,1232,1232,0,0,0,0,2,0,3,1,0,2,0,162500
,24572,9,3,1977,1050,994,1599,1345,0,0,0,2,2,3,1,1,3,0,150000
103,16280,8,9,1976,0,1426,1671,0,0,1,0,3,0,3,1,1,2,0,290000
,7500,7,5,2002,,952,952,860,0,0,0,2,1,3,1,1,2,0,205000
80,10400,7,6,1970,288,1304,1682,0,0,0,0,2,0,3,1,1,2,0,174000
,11104,6,6,1969,0,1427,1427,0,0,0,1,2,0,4,1,0,2,0,183000
85,11050,6,5,1968,0,1740,1740,0,0,0,0,1,1,4,1,1,2,0,150000
80,11040,6,7,1971,144,1258,1258,0,0,0,1,2,0,3,1,0,2,0,145000
,15387,7,7,1967,0,1620,1620,0,0,0,0,2,0,4,1,1,2,0,215000
75,9750,5,6,1965,0,1625,1625,0,0,0,0,2,0,4,2,0,2,0,140500
90,10800,6,7,1974,0,1522,1548,1066,0,0,0,2,1,4,1,1,2,0,240000
73,8814,5,6,1968,0,732,732,732,0,0,0,1,1,4,1,0,2,0,141000
72,8872,5,8,1965,300,912,912,0,0,1,0,1,0,2,1,0,2,0,147000
65,8125,5,7,1965,0,912,925,0,0,1,0,1,0,3,1,0,2,0,135000
72,11072,5,5,1965,0,1728,1728,0,0,0,0,2,0,6,2,0,2,0,145000
74,13101,5,5,1965,108,1728,1728,0,0,0,0,2,0,6,2,0,2,0,142600
87,9246,5,5,1973,564,1656,1656,0,0,0,0,2,0,4,2,0,2,0,135000
,13355,7,6,1971,0,825,845,825,0,0,0,1,1,4,1,0,2,0,170000
,8963,8,9,1976,289,1142,1175,1540,0,0,1,3,1,4,1,2,2,0,299800
76,9120,6,6,1974,270,901,943,933,0,0,0,2,1,4,1,1,2,0,185000
,9130,6,8,1966,252,800,800,832,0,0,1,1,1,4,1,0,2,0,173000
,12122,7,9,1961,210,944,999,0,0,1,0,1,0,3,1,0,2,0,178400
,9900,7,5,1968,342,832,1098,880,0,0,0,2,1,4,1,1,2,0,176000
74,7785,5,5,1956,0,0,1014,0,0,0,0,1,0,2,1,0,1,0,98000
77,8593,4,6,1957,0,907,907,0,0,0,0,1,0,3,1,0,1,0,109008
,8475,4,7,1956,0,952,952,0,0,0,0,1,0,2,1,0,1,0,135750
80,8700,5,6,1963,148,1120,1128,0,0,1,0,2,0,3,1,0,2,0,155000
100,10175,6,5,1964,272,1425,1425,0,0,0,0,2,0,3,1,1,2,0,180500
82,9020,6,7,1966,183,1127,1165,0,0,1,0,1,1,3,1,0,2,0,174900
80,9200,6,6,1965,0,1136,1136,0,0,1,0,1,0,3,1,1,1,0,140000
75,8250,6,7,1964,260,1092,1092,0,0,1,0,1,0,3,1,0,2,0,145000
85,9350,5,8,1965,0,1219,1265,0,0,0,1,2,0,3,1,1,2,0,179900
82,9020,6,5,1964,259,1248,1350,0,0,1,0,1,1,3,1,0,2,0,168500
90,9900,5,5,1961,0,1114,1114,0,0,1,0,1,0,3,1,0,2,0,140000
72,10007,5,7,1959,54,1053,1053,0,0,1,0,1,1,3,1,0,1,0,145500
80,10721,6,6,1959,243,1252,1252,0,0,0,0,1,0,3,1,0,2,0,142000
,12493,4,5,1960,0,1100,1100,0,0,1,0,1,0,3,1,1,1,0,141000
,11332,5,7,1960,0,1118,1118,0,0,1,0,1,0,3,1,0,1,0,153000
,6627,3,6,1949,0,0,720,0,0,0,0,1,0,2,1,0,1,0,72500
56,4130,3,6,1935,0,270,729,0,0,0,0,1,0,2,1,0,0,0,52000
50,7420,5,6,1939,0,991,1077,0,0,1,0,1,0,2,2,2,1,0,118000
50,4882,4,7,1937,0,348,453,453,0,0,0,1,0,2,1,0,1,0,87000
80,9600,5,6,1960,203,1296,1496,0,0,0,0,2,0,3,1,0,2,0,141500
80,9600,6,5,1950,0,1032,1032,220,0,0,0,1,0,3,1,0,1,0,119000
80,9600,5,8,1950,0,572,1337,0,0,1,0,1,0,3,1,1,1,0,141500
80,9600,6,6,1955,0,992,1661,0,0,1,0,1,0,3,1,1,1,0,165500
63,7584,5,5,1953,88,1036,1036,0,0,0,0,1,0,3,1,0,1,0,112900
,13700,7,6,1965,288,864,902,918,0,0,0,1,2,4,1,2,2,0,201800
80,10197,6,5,1961,491,1362,1362,0,0,1,0,1,1,3,1,1,2,0,163000
75,7875,5,6,1961,136,1144,1144,0,0,1,0,1,0,3,1,0,2,0,139950
80,8400,6,9,1962,237,1319,1537,0,0,1,0,1,1,3,1,1,2,0,174000
101,9150,6,5,1962,305,1099,1431,0,0,0,1,1,0,3,1,1,1,0,165000
90,14670,6,7,1966,410,1104,1104,884,0,0,0,2,1,4,1,1,2,0,227000
,7390,5,7,1955,151,1098,1098,0,0,1,0,1,0,3,1,0,1,0,135000
71,9204,5,5,1963,0,1144,1144,0,0,1,0,1,1,3,1,0,1,0,124000
70,7763,5,7,1962,0,931,1283,0,0,1,0,1,0,3,1,0,2,0,140000
74,8856,5,4,1957,143,1176,1176,0,0,1,0,1,0,3,1,2,1,0,136500
82,9840,5,7,1959,0,1248,1440,0,0,1,0,2,0,2,1,0,1,0,185000
76,9120,6,6,1958,0,1261,1261,0,0,1,0,1,0,3,1,1,2,0,163000
90,13200,6,6,1958,187,1395,1570,0,0,1,0,1,0,3,1,1,2,0,166800
72,9000,6,5,1956,74,1196,1196,0,0,1,0,1,0,2,1,1,1,0,139000
80,11900,6,5,1957,387,1392,1392,0,0,1,0,1,1,3,1,2,2,0,166000
75,9464,6,7,1958,135,1080,1080,0,0,0,0,1,0,3,1,0,1,0,136000
75,10425,5,5,1956,0,1104,1104,0,0,1,0,1,0,3,1,0,1,0,133000
60,11556,5,6,1952,52,720,882,0,0,1,0,1,0,2,1,0,1,0,116000
102,9373,5,6,1953,84,1152,1152,0,0,0,0,1,1,3,1,0,2,0,137500
,12774,5,5,1953,0,984,950,0,0,0,0,1,0,2,1,0,2,0,130000
95,14250,6,5,1957,360,998,1790,0,0,0,0,2,0,3,1,2,2,0,180000
60,7350,5,7,1951,0,952,952,0,0,1,0,1,0,2,1,0,2,0,139000
57,7677,5,5,1953,0,773,773,0,0,0,0,1,0,2,1,0,1,0,110000
71,8838,5,3,1957,0,0,1764,0,0,0,0,2,1,4,1,1,1,0,100000
